Nama,Jabatan,Independen,KodeEmiten,NamaEmiten
ROSMAYA,COMMISSIONER,True,BBHI,PT ALLO BANK INDONESIA TBK
JERRY MARMEN,PRESIDENT COMMISIONER,False,BBKP,PT BANK KB INDONESIA TBK
SENG HYUP SHIN,VICE PRESIDENT COMMISIONER,False,BBKP,PT BANK KB INDONESIA TBK
HAE WANG LEE,COMMISSIONER,True,BBKP,PT BANK KB INDONESIA TBK
STEPHEN LIESTYO,COMMISSIONER,True,BBKP,PT BANK KB INDONESIA TBK
SIANG HADI WIDJAJA,PRESIDENT COMMISIONER,False,BBLD,BUANA FINANCE TBK
TJAN SOEN ENG,COMMISSIONER,False,BBLD,BUANA FINANCE TBK
HO LIOENG MIN,COMMISSIONER,True,BBLD,BUANA FINANCE TBK
GARDJITO HERU,PRESIDENT COMMISIONER,True,BBMD,PT BANK MESTIKA DHARMA TBK
INDRA HALIM,COMMISSIONER,False,BBMD,PT BANK MESTIKA DHARMA TBK
KATIO,COMMISSIONER,True,BBMD,PT BANK MESTIKA DHARMA TBK
OMAR SJAWALDY ANWAR,PRESIDENT COMMISIONER,True,BBNI,PT BANK NEGARA INDONESIA (PERSERO) TBK
TEDI BHARATA,VICE PRESIDENT COMMISIONER,False,BBNI,PT BANK NEGARA INDONESIA (PERSERO) TBK
SUMINTO,COMMISSIONER,False,BBNI,PT BANK NEGARA INDONESIA (PERSERO) TBK
DONNY HUTABARAT,COMMISSIONER,False,BBNI,PT BANK NEGARA INDONESIA (PERSERO) TBK
VERA FEBYANTHY,COMMISSIONER,True,BBNI,PT BANK NEGARA INDONESIA (PERSERO) TBK
DIDIK JUNAIDI RACHBINI,COMMISSIONER,True,BBNI,PT BANK NEGARA INDONESIA (PERSERO) TBK
KARTIKA WIRJOATMODJO,PRESIDENT COMMISIONER,False,BBRI,PT BANK RAKYAT INDONESIA (PERSERO) TBK
AWAN NURMAWAN NUH,COMMISSIONER,False,BBRI,PT BANK RAKYAT INDONESIA (PERSERO) TBK
PARMAN NATAATMADJA,VICE PRESIDENT COMMISIONER,True,BBRI,PT BANK RAKYAT INDONESIA (PERSERO) TBK
HELVI YUNI MORAZA,COMMISSIONER,False,BBRI,PT BANK RAKYAT INDONESIA (PERSERO) TBK
EDI SUSIANTO,COMMISSIONER,True,BBRI,PT BANK RAKYAT INDONESIA (PERSERO) TBK
LUKMANUL KHAKIM,COMMISSIONER,True,BBRI,PT BANK RAKYAT INDONESIA (PERSERO) TBK
LATIP,PRESIDENT COMMISIONER,False,BBRM,PELAYARAN NASIONAL BINA BUANA RAYA TBK
KUKUH KOMANDOKO,COMMISSIONER,True,BBRM,PELAYARAN NASIONAL BINA BUANA RAYA TBK
DINNO INDIANO,PRESIDENT COMMISIONER,False,BBSI,PT KROM BANK INDONESIA TBK
MARKUS SUGIONO,COMMISSIONER,True,BBSI,PT KROM BANK INDONESIA TBK
ZAINAL ABIDIN,COMMISSIONER,True,BBSI,PT KROM BANK INDONESIA TBK
MUSLICH RAMELAN,PRESIDENT COMMISIONER,True,BBSS,PT BUMI BENOWO SUKSES SEJAHTERA TBK
ALEXANDER,COMMISSIONER,True,BBSS,PT BUMI BENOWO SUKSES SEJAHTERA TBK
SURYO UTOMO,PRESIDENT COMMISIONER,False,BBTN,PT BANK TABUNGAN NEGARA (PERSERO) TBK
DWI ARY PURNOMO,VICE PRESIDENT COMMISIONER,False,BBTN,PT BANK TABUNGAN NEGARA (PERSERO) TBK
IDA NURYANTI,COMMISSIONER,True,BBTN,PT BANK TABUNGAN NEGARA (PERSERO) TBK
FAHRI HAMZAH,COMMISSIONER,False,BBTN,PT BANK TABUNGAN NEGARA (PERSERO) TBK
PIETRA MACHREZA PALOH,COMMISSIONER,True,BBTN,PT BANK TABUNGAN NEGARA (PERSERO) TBK
PANANGIAN SIMANUNGKALIT,COMMISSIONER,True,BBTN,PT BANK TABUNGAN NEGARA (PERSERO) TBK
INKAWAN D JUSI,PRESIDENT COMMISIONER,True,BBYB,PT BANK NEO COMMERCE TBK
PRAMODA DEI SUDARMO,COMMISSIONER,True,BBYB,PT BANK NEO COMMERCE TBK
KREISNA DEWANTARA GOZALI,COMMISSIONER,False,BBYB,PT BANK NEO COMMERCE TBK
ANGELA HERLIANI TANOESOEDIBJO,PRESIDENT COMMISIONER,False,BCAP,MNC KAPITAL INDONESIA TBK
SANTI PARAMITA,COMMISSIONER,False,BCAP,MNC KAPITAL INDONESIA TBK
SUKISTO,COMMISSIONER,True,BCAP,MNC KAPITAL INDONESIA TBK
NOBIRU ADACHI,PRESIDENT COMMISIONER,False,BCIC,PT BANK JTRUST INDONESIA TBK
NOBUIKU CHIBA,COMMISSIONER,False,BCIC,PT BANK JTRUST INDONESIA TBK
BENNY SISWANTO,COMMISSIONER,True,BCIC,PT BANK JTRUST INDONESIA TBK
ABDULLAH FIRMAN WIBOWO,COMMISSIONER,True,BCIC,PT BANK JTRUST INDONESIA TBK
TAHIR FERDIAN,PRESIDENT COMMISIONER,False,BCIP,BUMI CITRA PERMAI TBK
ALBERTUS BANUNAEK,COMMISSIONER,True,BCIP,BUMI CITRA PERMAI TBK
EFFENDI HALIM,COMMISSIONER,False,BCIP,BUMI CITRA PERMAI TBK
PETER BENYAMIN STOK,COMMISSIONER,True,BDMN,PT BANK DANAMON INDONESIA TBK
NOBUYA KAWASAKI,COMMISSIONER,False,BDMN,PT BANK DANAMON INDONESIA TBK
HEDY MARIA HELENA LAPIAN,COMMISSIONER,True,BDMN,PT BANK DANAMON INDONESIA TBK
DAN HARSONO,COMMISSIONER,False,BDMN,PT BANK DANAMON INDONESIA TBK
HALIM ALAMSYAH,VICE PRESIDENT COMMISIONER,True,BDMN,PT BANK DANAMON INDONESIA TBK
YASUSHI ITAGAKI,PRESIDENT COMMISIONER,False,BDMN,PT BANK DANAMON INDONESIA TBK
BILLY SABARTO,COMMISSIONER,False,BEEF,PT ESTIKA TATA TIARA TBK
ALDI IMAM WIBOWO,PRESIDENT COMMISIONER,False,BEEF,PT ESTIKA TATA TIARA TBK
YUDI ARIF,COMMISSIONER,True,BEEF,PT ESTIKA TATA TIARA TBK
DEDEN RIKI HAYATUL FIRMAN,COMMISSIONER,True,BEKS,PT BANK PEMBANGUNAN DAERAH BANTEN TBK
RINA DEWIYANTI,COMMISSIONER,False,BEKS,PT BANK PEMBANGUNAN DAERAH BANTEN TBK
HOIRUDDIN HASIBUAN,PRESIDENT COMMISIONER,True,BEKS,PT BANK PEMBANGUNAN DAERAH BANTEN TBK
LIM KWANG TAK,PRESIDENT COMMISIONER,False,BELL,PT TRISULA TEXTILE INDUSTRIES TBK
ELLY MULYATI,COMMISSIONER,True,BELL,PT TRISULA TEXTILE INDUSTRIES TBK
SARMAN SIMANJORANG,PRESIDENT COMMISIONER,False,BESS,PT BATULICIN NUSANTARA MARITIM TBK
MUHAMMAD BAHRUDDIN,COMMISSIONER,False,BESS,PT BATULICIN NUSANTARA MARITIM TBK
MARCIANO HERSONDRIE HERMAN,COMMISSIONER,True,BESS,PT BATULICIN NUSANTARA MARITIM TBK
I GUSTI PUTU SURYAWIRAWAN,PRESIDENT COMMISIONER,True,BEST,BEKASI FAJAR INDUSTRIAL ESTATE TBK
YOSHIHIRO KOBI,COMMISSIONER,False,BEST,BEKASI FAJAR INDUSTRIAL ESTATE TBK
HERBUDIANTO,COMMISSIONER,True,BEST,BEKASI FAJAR INDUSTRIAL ESTATE TBK
WAHYU HIDAYAT,COMMISSIONER,True,BEST,BEKASI FAJAR INDUSTRIAL ESTATE TBK
KUSMAYANTO KADIMAN,PRESIDENT COMMISIONER,False,BFIN,BFI FINANCE INDONESIA TBK
FRANCIS LAY SIOE HO,PRESIDENT COMMISIONER,False,BFIN,BFI FINANCE INDONESIA TBK
JOHANES SUTRISNO,COMMISSIONER,True,BFIN,BFI FINANCE INDONESIA TBK
ALFONSO NAPITUPULU,COMMISSIONER,True,BFIN,BFI FINANCE INDONESIA TBK
SUNATA TJITEROSAMPURNO,COMMISSIONER,False,BFIN,BFI FINANCE INDONESIA TBK
SAURABH N AGARWAL,COMMISSIONER,False,BFIN,BFI FINANCE INDONESIA TBK
MARCELLO THEODORE TAUFIK,PRESIDENT COMMISIONER,False,BGTG,PT BANK GANESHA TBK
LISAWATI,COMMISSIONER,False,BGTG,PT BANK GANESHA TBK
SUDARTO,COMMISSIONER,True,BGTG,PT BANK GANESHA TBK
TRISNA CHANDRA,COMMISSIONER,True,BGTG,PT BANK GANESHA TBK
PAUL RACHMAT WULLUR,PRESIDENT COMMISIONER,True,BHAT,PT BHAKTI MULTI ARTHA TBK
ANG HENDRA SETIAWAN ANGKAW,COMMISSIONER,False,BHAT,PT BHAKTI MULTI ARTHA TBK
AGUNG FIRMAN SAMPURNA,PRESIDENT COMMISIONER,True,BHIT,PT MNC ASIA HOLDING TBK
DARMA PUTRA,VICE PRESIDENT COMMISIONER,False,BHIT,PT MNC ASIA HOLDING TBK
LILIANA TANAJA TANOESOEDIBJO,COMMISSIONER,False,BHIT,PT MNC ASIA HOLDING TBK
VALENCIA HERLIANI TANOESOEDIBJO,COMMISSIONER,False,BHIT,PT MNC ASIA HOLDING TBK
HERBERT P SITOHANG,COMMISSIONER,True,BHIT,PT MNC ASIA HOLDING TBK
JUDIONO TOSIN,PRESIDENT COMMISIONER,True,BIMA,PRIMARINDO ASIA INFRASTRUCTURE TBK
AGUS SUTOPO,COMMISSIONER,True,BIMA,PRIMARINDO ASIA INFRASTRUCTURE TBK
ENDANG KOSASIH,COMMISSIONER,True,BIMA,PRIMARINDO ASIA INFRASTRUCTURE TBK
INAWATY HANDOJO,PRESIDENT COMMISIONER,True,BINA,PT BANK INA PERDANA TBK
YOHANES SANTOSO WIBOWO,COMMISSIONER,True,BINA,PT BANK INA PERDANA TBK
JOSAVIA RACHMAN ICHWAN,COMMISSIONER,False,BINA,PT BANK INA PERDANA TBK
WANG ZHONGMING,PRESIDENT COMMISIONER,False,BINO,PT PERMA PLASINDO TBK
WILLIANTO ISMADI,COMMISSIONER,True,BINO,PT PERMA PLASINDO TBK
HENGKY TANER,COMMISSIONER,True,BINO,PT PERMA PLASINDO TBK
CHRIS HARIJANTO,COMMISSIONER,False,BINO,PT PERMA PLASINDO TBK
PITER KOROMPIS,PRESIDENT COMMISIONER,True,BIPP,BHUWANATALA INDAH PERMAI TBK
LOUISE LI,COMMISSIONER,False,BIPP,BHUWANATALA INDAH PERMAI TBK
EDDY WIDJAJA,COMMISSIONER,False,BIPP,BHUWANATALA INDAH PERMAI TBK
BAYU PRIAWAN DJOKOSOETONO,PRESIDENT COMMISIONER,False,BIRD,PT BLUE BIRD TBK
NONI SRI AYATI PURNOMO,VICE PRESIDENT COMMISIONER,False,BIRD,PT BLUE BIRD TBK
SRI ADRIYANI LESTARI,COMMISSIONER,False,BIRD,PT BLUE BIRD TBK
KRESNA PRIAWAN DJOKOSOETONO,COMMISSIONER,False,BIRD,PT BLUE BIRD TBK
GUNAWAN SURJO WIBOWO,COMMISSIONER,False,BIRD,PT BLUE BIRD TBK
RINALDI FIRMANSYAH,COMMISSIONER,True,BIRD,PT BLUE BIRD TBK
BUDI SETIYADI,COMMISSIONER,True,BIRD,PT BLUE BIRD TBK
SETYO WASISTO,COMMISSIONER,True,BIRD,PT BLUE BIRD TBK
ALAMANDA SHANTIKA,COMMISSIONER,True,BIRD,PT BLUE BIRD TBK
TJIU THOMAS EFFENDY,PRESIDENT COMMISIONER,False,BISI,BISI INTERNATIONAL TBK
LIE SUHANTO,VICE PRESIDENT COMMISIONER,False,BISI,BISI INTERNATIONAL TBK
BURHAN HIDAYAT,COMMISSIONER,True,BISI,BISI INTERNATIONAL TBK
SUNARDI,COMMISSIONER,True,BISI,BISI INTERNATIONAL TBK
WOWIEK PRASANTYO,PRESIDENT COMMISIONER,True,BJBR,BANK PEMBANGUNAN DAERAH JAWA BARAT DAN BANTEN TBK
HERMAN SURYATMAN,COMMISSIONER,False,BJBR,BANK PEMBANGUNAN DAERAH JAWA BARAT DAN BANTEN TBK
TOMSI TOHIR,COMMISSIONER,True,BJBR,BANK PEMBANGUNAN DAERAH JAWA BARAT DAN BANTEN TBK
RUDIE KUSMAYADI,COMMISSIONER,False,BJBR,BANK PEMBANGUNAN DAERAH JAWA BARAT DAN BANTEN TBK
NOVIAN HERODWIJANTO,COMMISSIONER,False,BJBR,BANK PEMBANGUNAN DAERAH JAWA BARAT DAN BANTEN TBK
HELMY YAHYA,COMMISSIONER,True,BJBR,BANK PEMBANGUNAN DAERAH JAWA BARAT DAN BANTEN TBK
MUHAMMAD MASUD,COMMISSIONER,True,BJTM,BANK PEMBANGUNAN DAERAH JAWA TIMUR TBK
ADHY KARYONO,COMMISSIONER,False,BJTM,BANK PEMBANGUNAN DAERAH JAWA TIMUR TBK
DADANG SETIABUDI,COMMISSIONER,True,BJTM,BANK PEMBANGUNAN DAERAH JAWA TIMUR TBK
ADI SULISTYOWATI,PRESIDENT COMMISIONER,True,BJTM,BANK PEMBANGUNAN DAERAH JAWA TIMUR TBK
ASRI AGUNG PUTRA,COMMISSIONER,True,BJTM,BANK PEMBANGUNAN DAERAH JAWA TIMUR TBK
NURUL GHUFRON,COMMISSIONER,True,BJTM,BANK PEMBANGUNAN DAERAH JAWA TIMUR TBK
BASARIA PANJAITAN,PRESIDENT COMMISIONER,False,BKSL,SENTUL CITY TBK
REINA KUMALA KWEE,VICE PRESIDENT COMMISIONER,False,BKSL,SENTUL CITY TBK
SUMARSONO,COMMISSIONER,False,BKSL,SENTUL CITY TBK
YUSWANDI ARSYAD TEMENGGUNG,COMMISSIONER,False,BKSL,SENTUL CITY TBK
WAHYU UTOMO,COMMISSIONER,True,BKSL,SENTUL CITY TBK
LUKITA DINARSYAH TUWO,COMMISSIONER,True,BKSL,SENTUL CITY TBK
GATOT SUDARIYONO,COMMISSIONER,False,BKSL,SENTUL CITY TBK
JONNARDI,COMMISSIONER,True,BKSL,SENTUL CITY TBK
JOKO SARWONO,COMMISSIONER,True,BKSW,PT BANK QNB INDONESIA TBK
MUHAMMAD ANAS MALLA,COMMISSIONER,True,BKSW,PT BANK QNB INDONESIA TBK
KHALID ALSADA,COMMISSIONER,False,BKSW,PT BANK QNB INDONESIA TBK
FATMA ALSUWAIDI,PRESIDENT COMMISIONER,False,BKSW,PT BANK QNB INDONESIA TBK
HADI SURYA,PRESIDENT COMMISIONER,False,BLTA,BERLIAN LAJU TANKER TBK
SAFZEN NOERDIN,COMMISSIONER,False,BLTA,BERLIAN LAJU TANKER TBK
ANTONIUS JOENOES SUPIT,COMMISSIONER,True,BLTA,BERLIAN LAJU TANKER TBK
BRATANATA PERDANA,PRESIDENT COMMISIONER,False,BLTZ,PT GRAHA LAYAR PRIMA TBK
YOYOK SRI NURCAHYO,COMMISSIONER,True,BLTZ,PT GRAHA LAYAR PRIMA TBK
RUDY TASRIF,PRESIDENT COMMISIONER,False,BLUE,PT BERKAH PRIMA PERKASA TBK
SIEK AGUNG GUNTORO,COMMISSIONER,False,BLUE,PT BERKAH PRIMA PERKASA TBK
NOVIYANTI INDAH KARDIMAN,COMMISSIONER,True,BLUE,PT BERKAH PRIMA PERKASA TBK
CHAT LUANGARPA,PRESIDENT COMMISIONER,False,BMAS,PT BANK MASPION INDONESIA TBK
DIANA ALIM,COMMISSIONER,False,BMAS,PT BANK MASPION INDONESIA TBK
RONY TEJA SUKAMANA,COMMISSIONER,True,BMAS,PT BANK MASPION INDONESIA TBK
ALAN JENVIPHAKUL,COMMISSIONER,True,BMAS,PT BANK MASPION INDONESIA TBK
PARDI KENDY,COMMISSIONER,True,BMAS,PT BANK MASPION INDONESIA TBK
IVAN RIZAL SINI,PRESIDENT COMMISIONER,False,BMHS,PT BUNDAMEDIK TBK
SHUBHASISH CHATTORAJ,VICE PRESIDENT COMMISIONER,False,BMHS,PT BUNDAMEDIK TBK
MESHA RIZAL SINI,COMMISSIONER,False,BMHS,PT BUNDAMEDIK TBK
RETNO LP MARSUDI,COMMISSIONER,True,BMHS,PT BUNDAMEDIK TBK
ARIANTI ANAYA,COMMISSIONER,True,BMHS,PT BUNDAMEDIK TBK
KUSWIYOTO,PRESIDENT COMMISIONER,True,BMRI,PT BANK MANDIRI (PERSERO) TBK
ZAINUDIN AMALI,VICE PRESIDENT COMMISIONER,True,BMRI,PT BANK MANDIRI (PERSERO) TBK
LUKY ALFIRMAN,COMMISSIONER,False,BMRI,PT BANK MANDIRI (PERSERO) TBK
YULIOT,COMMISSIONER,False,BMRI,PT BANK MANDIRI (PERSERO) TBK
MIA AMIATI,COMMISSIONER,True,BMRI,PT BANK MANDIRI (PERSERO) TBK
MUHAMMAD YUSUF ATEH,COMMISSIONER,False,BMRI,PT BANK MANDIRI (PERSERO) TBK
ZULKIFLI ZAINI,COMMISSIONER,True,BMRI,PT BANK MANDIRI (PERSERO) TBK
WELLY THOMAS,PRESIDENT COMMISIONER,False,BMSR,BINTANG MITRA SEMESTARAYA TBK
HONG FANG,COMMISSIONER,True,BMSR,BINTANG MITRA SEMESTARAYA TBK
TJENDRAWATI,COMMISSIONER,False,BMSR,BINTANG MITRA SEMESTARAYA TBK
ROSANO BARACK,PRESIDENT COMMISIONER,False,BMTR,PT GLOBAL MEDIACOM TBK
MOHAMED IDWAN GANIE,COMMISSIONER,True,BMTR,PT GLOBAL MEDIACOM TBK
BETI PUSPITASARI SANTOSO,COMMISSIONER,True,BMTR,PT GLOBAL MEDIACOM TBK
RACHMAT MULIA SURYAHUSADA,PRESIDENT COMMISIONER,False,BNBA,BANK BUMI ARTA TBK
DANIEL BUDI DHARMA,VICE PRESIDENT COMMISIONER,True,BNBA,BANK BUMI ARTA TBK
RM SJARIFFUDIN MOHAMMAD SJARIFFUDIN,COMMISSIONER,True,BNBA,BANK BUMI ARTA TBK
I GST AGUNG RAI WIRAJAYA,COMMISSIONER,False,BNBA,BANK BUMI ARTA TBK
DIDI SYAFRUDDIN YAHYA,PRESIDENT COMMISIONER,False,BNGA,PT BANK CIMB NIAGA TBK
GLENN MUHAMMAD SURYA YUSUF,VICE PRESIDENT COMMISIONER,True,BNGA,PT BANK CIMB NIAGA TBK
SRI WIDOWATI,COMMISSIONER,True,BNGA,PT BANK CIMB NIAGA TBK
FARINA J SITUMORANG,COMMISSIONER,True,BNGA,PT BANK CIMB NIAGA TBK
VERA HANDAJANI,COMMISSIONER,False,BNGA,PT BANK CIMB NIAGA TBK
DODY BUDI WALUYO,COMMISSIONER,True,BNGA,PT BANK CIMB NIAGA TBK
NOVAN AMIRUDIN,COMMISSIONER,False,BNGA,PT BANK CIMB NIAGA TBK
DATO KHAIRUSSALEH RAMLI,PRESIDENT COMMISIONER,False,BNII,PT BANK MAYBANK INDONESIA TBK
EDWIN GERUNGAN,COMMISSIONER,False,BNII,PT BANK MAYBANK INDONESIA TBK
DATUK LIM HONG TAT,COMMISSIONER,False,BNII,PT BANK MAYBANK INDONESIA TBK
DATO ZULKIFLEE ABBAS ABDUL HAMID,COMMISSIONER,False,BNII,PT BANK MAYBANK INDONESIA TBK
HENDAR,COMMISSIONER,True,BNII,PT BANK MAYBANK INDONESIA TBK
PUTUT EKO BAYUSENO,COMMISSIONER,True,BNII,PT BANK MAYBANK INDONESIA TBK
MARINA R TUSIN,COMMISSIONER,True,BNII,PT BANK MAYBANK INDONESIA TBK
DANIEL JAMES ROMPAS,COMMISSIONER,True,BNII,PT BANK MAYBANK INDONESIA TBK
CHARTSIRI SOPHONPANICH,PRESIDENT COMMISIONER,False,BNLI,BANK PERMATA TBK
CHONG TOH,COMMISSIONER,False,BNLI,BANK PERMATA TBK
NIRAMARN LAISATHIT,COMMISSIONER,False,BNLI,BANK PERMATA TBK
HARYANTO SAHARI,COMMISSIONER,True,BNLI,BANK PERMATA TBK
YAP TJAY SOEN,COMMISSIONER,True,BNLI,BANK PERMATA TBK
GOEI SIAUW HONG,COMMISSIONER,True,BNLI,BANK PERMATA TBK
CHALIT TAYJASANANT,COMMISSIONER,False,BNLI,BANK PERMATA TBK
RISWINANDI,COMMISSIONER,True,BNLI,BANK PERMATA TBK
HENGKY WIJAYA,COMMISSIONER,False,BOBA,PT FORMOSA INGREDIENT FACTORY TBK
MISS PAPORN MAHATTANOBOL,PRESIDENT COMMISIONER,False,BOBA,PT FORMOSA INGREDIENT FACTORY TBK
RIONALDO THEDYARDI,COMMISSIONER,True,BOBA,PT FORMOSA INGREDIENT FACTORY TBK
KIRTIADI HOTAMA,PRESIDENT COMMISIONER,False,BOGA,PT BINTANG OTO GLOBAL TBK
EKO NUGROHO TJAHJADI,COMMISSIONER,True,BOGA,PT BINTANG OTO GLOBAL TBK
JEMI WIYONO PRIHADI,PRESIDENT COMMISIONER,False,BOLA,PT BALI BINTANG SEJAHTERA TBK
EDY SOEHARTONO,COMMISSIONER,False,BOLA,PT BALI BINTANG SEJAHTERA TBK
ANDY FLORES NOYA,COMMISSIONER,True,BOLA,PT BALI BINTANG SEJAHTERA TBK
HERMAN WIJAYA,PRESIDENT COMMISIONER,False,BOLT,PT GARUDA METALINDO TBK
ANDREE WIJAYA,COMMISSIONER,False,BOLT,PT GARUDA METALINDO TBK
JUNARDIS PRIWONO,COMMISSIONER,True,BOLT,PT GARUDA METALINDO TBK
JEONG HYUK LEE,PRESIDENT COMMISIONER,False,BPFI,PT WOORI FINANCE INDONESIA TBK
DESTI LILIATI,COMMISSIONER,True,BPFI,PT WOORI FINANCE INDONESIA TBK
SADHANA PRIATMADJA,COMMISSIONER,False,BPFI,PT WOORI FINANCE INDONESIA TBK
MARKUS DINARTO PRANOTO,PRESIDENT COMMISIONER,False,BPTR,PT BATAVIA PROSPERINDO TRANS TBK
CECILIA BEATRIX PANGEMANAN,COMMISSIONER,True,BPTR,PT BATAVIA PROSPERINDO TRANS TBK
RUDY JOHANSEN,COMMISSIONER,False,BPTR,PT BATAVIA PROSPERINDO TRANS TBK
BURAK TURGUT ORHUN,PRESIDENT COMMISIONER,False,BRAM,INDO KORDSA TBK
ADIL ILTER TURAN,COMMISSIONER,True,BRAM,INDO KORDSA TBK
ANDREAS LESMANA,COMMISSIONER,True,BRAM,INDO KORDSA TBK
OMUR MENTES,COMMISSIONER,False,BRAM,INDO KORDSA TBK
BULENT BOZDOGAN,COMMISSIONER,False,BRAM,INDO KORDSA TBK
FELICITAS TALLULEMBANG,COMMISSIONER,True,BRIS,PT BANK SYARIAH INDONESIA TBK
MUHADJIR EFFENDY,PRESIDENT COMMISIONER,False,BRIS,PT BANK SYARIAH INDONESIA TBK
MEIDY FERDIANSYAH,COMMISSIONER,False,BRIS,PT BANK SYARIAH INDONESIA TBK
MOCHAMAD AGUS ROFIUDIN,COMMISSIONER,False,BRIS,PT BANK SYARIAH INDONESIA TBK
KAMARUDDIN AMIN,COMMISSIONER,False,BRIS,PT BANK SYARIAH INDONESIA TBK
NIZAR AHMAD SAPUTRA,COMMISSIONER,True,BRIS,PT BANK SYARIAH INDONESIA TBK
MUHAMMAD SYAFII ANTONIO,COMMISSIONER,True,BRIS,PT BANK SYARIAH INDONESIA TBK
ADDIN JAUHARUDIN,COMMISSIONER,True,BRIS,PT BANK SYARIAH INDONESIA TBK
ADIKA NURAGA BAKRIE,PRESIDENT COMMISIONER,False,BRMS,BUMI RESOURCES MINERALS TBK
KANAKA PURADIREDJA,COMMISSIONER,True,BRMS,BUMI RESOURCES MINERALS TBK
GORIES MERE,COMMISSIONER,True,BRMS,BUMI RESOURCES MINERALS TBK
NALINKANT AMRATLAL RATHOD,COMMISSIONER,False,BRMS,BUMI RESOURCES MINERALS TBK
TEGUH BOENTORO,COMMISSIONER,False,BRMS,BUMI RESOURCES MINERALS TBK
DAVID I TJIPTOBIANTORO,PRESIDENT COMMISIONER,False,BRNA,BERLINA TBK
ADRIAN KOESNENDAR,COMMISSIONER,False,BRNA,BERLINA TBK
ACHMAD WIDJAJA,COMMISSIONER,True,BRNA,BERLINA TBK
CHARLES CHRISTIAN GANDHA,COMMISSIONER,True,BRNA,BERLINA TBK
PRAJOGO PANGESTU,PRESIDENT COMMISIONER,False,BRPT,BARITO PACIFIC TBK
LIM CHONG THIAN,COMMISSIONER,False,BRPT,BARITO PACIFIC TBK
HENKY SUSANTO,COMMISSIONER,True,BRPT,BARITO PACIFIC TBK
SALWATI AGUSTINA,COMMISSIONER,True,BRPT,BARITO PACIFIC TBK
MUKTAR WIDJAJA,PRESIDENT COMMISIONER,False,BSDE,PT BUMI SERPONG DAMAI TBK
TEKY MAILOA,VICE PRESIDENT COMMISIONER,False,BSDE,PT BUMI SERPONG DAMAI TBK
YOSEPH FRANCISCUS BONANG,COMMISSIONER,False,BSDE,PT BUMI SERPONG DAMAI TBK
TEDDY PAWITRA,COMMISSIONER,True,BSDE,PT BUMI SERPONG DAMAI TBK
SUSIYATI BAMBANG HIRAWAN,COMMISSIONER,True,BSDE,PT BUMI SERPONG DAMAI TBK
TJENDRAWATI WIDJAJA,PRESIDENT COMMISIONER,False,BSIM,BANK SINARMAS TBK
SAMMY KRISTAMULJANA,COMMISSIONER,True,BSIM,BANK SINARMAS TBK
RUSMIN,COMMISSIONER,True,BSIM,BANK SINARMAS TBK
MOHAMAD PRAPANCA,PRESIDENT COMMISIONER,False,BSML,PT BINTANG SAMUDERA MANDIRI LINES TBK
NENGAH RAMA GAUTAMA,COMMISSIONER,False,BSML,PT BINTANG SAMUDERA MANDIRI LINES TBK
LOLOK SUDJATMIKO,COMMISSIONER,True,BSML,PT BINTANG SAMUDERA MANDIRI LINES TBK
BADRODIN HAITI,PRESIDENT COMMISIONER,False,BSSR,BARAMULTI SUKSESSARANA TBK
SANJEEV CHURIWALA,VICE PRESIDENT COMMISIONER,False,BSSR,BARAMULTI SUKSESSARANA TBK
ADIKIN BASIRUN,COMMISSIONER,False,BSSR,BARAMULTI SUKSESSARANA TBK
JV PATIL,COMMISSIONER,False,BSSR,BARAMULTI SUKSESSARANA TBK
JEONG WOO YOO,COMMISSIONER,False,BSSR,BARAMULTI SUKSESSARANA TBK
IRWANDY ARIF,COMMISSIONER,True,BSSR,BARAMULTI SUKSESSARANA TBK
PAUL TAMBUNAN,COMMISSIONER,True,BSSR,BARAMULTI SUKSESSARANA TBK
RR ASSISTIA SEMIAWAN,COMMISSIONER,True,BSSR,BARAMULTI SUKSESSARANA TBK
SUDHIRANJAN PADHI,PRESIDENT COMMISIONER,False,BSWD,BANK OF INDIA INDONESIA TBK
HANDADJAJA SULAIMAN,COMMISSIONER,True,BSWD,BANK OF INDIA INDONESIA TBK
LUNGGUK GULTOM,COMMISSIONER,True,BSWD,BANK OF INDIA INDONESIA TBK
ANNE PATRICIA SUTANTO,PRESIDENT COMMISIONER,False,BTEK,BUMI TEKNOKULTURA UNGGUL TBK
RAHMAT IRAWAN,COMMISSIONER,True,BTEK,BUMI TEKNOKULTURA UNGGUL TBK
GWIE GUNATO GUNAWAN,PRESIDENT COMMISIONER,False,BTON,BETONJAYA MANUNGGAL TBK
BAMBANG HARIADI MEC AK,COMMISSIONER,True,BTON,BETONJAYA MANUNGGAL TBK
CHOW YING HOONG,PRESIDENT COMMISIONER,False,BTPN,PT BANK SMBC INDONESIA TBK
TAKESHI KIMOTO,COMMISSIONER,False,BTPN,PT BANK SMBC INDONESIA TBK
NINIK HERLANI MASLI RIDHWAN,COMMISSIONER,True,BTPN,PT BANK SMBC INDONESIA TBK
KUSUMANINGTUTI SANDRIHARMY SOETIONO,COMMISSIONER,True,BTPN,PT BANK SMBC INDONESIA TBK
ONNY WIDJANARKO,COMMISSIONER,True,BTPN,PT BANK SMBC INDONESIA TBK
MARITA ALISJAHBANA,COMMISSIONER,True,BTPN,PT BANK SMBC INDONESIA TBK
