Jabatan,Nama,KodeEmiten,NamaEmiten
HEAD,RATNA WARDHANI,AALI,ASTRA AGRO LESTARI TBK
MEMBER,HERAWATI PRASETYO,AALI,ASTRA AGRO LESTARI TBK
MEMBER,JULIANI ELIZA SYAFTARI,AALI,ASTRA AGRO LESTARI TBK
HEAD,ALDO RAMBIE,ABBA,MAHAKA MEDIA TBK
MEMBER,OTTO EDUARD SITORUS,ABBA,MAHAKA MEDIA TBK
MEMBER,ISENTA,ABBA,MAHAKA MEDIA TBK
HEAD,HERWAN NG,ABDA,ASURANSI BINA DANA ARTA TBK
MEMBER,FRANCISCO NORIEGA MALAVE,ABDA,ASURANSI BINA DANA ARTA TBK
MEMBER,KUSUWANDI TAMIN,ABDA,ASURANSI BINA DANA ARTA TBK
HEAD,MANGGI TARUNA HABIR,ABMM,ABM INVESTAMA TBK
MEMBER,FERRY AJ ALIS,ABMM,ABM INVESTAMA TBK
MEMBER,AGUS YULIANTO,ABMM,ABM INVESTAMA TBK
HEAD,MATHIUS SALEMPANG,ACES,PT ASPIRASI HIDUP INDONESIA TBK
MEMBER,JULIANTO SIDARTO,ACES,PT ASPIRASI HIDUP INDONESIA TBK
MEMBER,LIANNY LEO,ACES,PT ASPIRASI HIDUP INDONESIA TBK
HEAD,LINDAWATI GANI,ACST,PT ACSET INDONUSA TBK
MEMBER,HERAWATI PRASETYO,ACST,PT ACSET INDONUSA TBK
MEMBER,LIANNY LEO,ACST,PT ACSET INDONUSA TBK
HEAD,WENRY ANSHORY PUTRA,ADCP,PT ADHI COMMUTER PROPERTI TBK
MEMBER,SUKMA HADI,ADCP,PT ADHI COMMUTER PROPERTI TBK
MEMBER,SITI NURWAHYUNINGSIH,ADCP,PT ADHI COMMUTER PROPERTI TBK
HEAD,MISCELLIA DOTULONG,ADES,AKASHA WIRA INTERNATIONAL TBK
MEMBER,CHRISTINE,ADES,AKASHA WIRA INTERNATIONAL TBK
MEMBER,ZULBAHRI,ADES,AKASHA WIRA INTERNATIONAL TBK
HEAD,RUSTAM SOFYAN SIRAIT,ADHI,PT ADHI KARYA (PERSERO) TBK
MEMBER,MARDIANNUS PRAMUDYA,ADHI,PT ADHI KARYA (PERSERO) TBK
MEMBER,ANDI NUGROHO SURYO KUNCORO,ADHI,PT ADHI KARYA (PERSERO) TBK
HEAD,MANGGI TARUNA HABIR,ADMF,ADIRA DINAMIKA MULTI FINANCE TBK
MEMBER,JUSUF SUKIMAN,ADMF,ADIRA DINAMIKA MULTI FINANCE TBK
MEMBER,RESTIANA IE TJOE LINGGADJAYA,ADMF,ADIRA DINAMIKA MULTI FINANCE TBK
HEAD,ILHAM,ADMG,POLYCHEM INDONESIA TBK
MEMBER,DANNY KARTADINATA,ADMG,POLYCHEM INDONESIA TBK
MEMBER,LINA WONG,ADMG,POLYCHEM INDONESIA TBK
HEAD,MOHAMMAD EFFENDI,ADMR,PT ALAMTRI MINERALS INDONESIA TBK
MEMBER,IGNATIUS ROBBY SANI,ADMR,PT ALAMTRI MINERALS INDONESIA TBK
MEMBER,LINDAWATI GANI,ADMR,PT ALAMTRI MINERALS INDONESIA TBK
HEAD,MOHAMMAD EFFENDI,ADRO,ALAMTRI RESOURCES INDONESIA TBK
MEMBER,IGNATIUS ROBBY SANI,ADRO,ALAMTRI RESOURCES INDONESIA TBK
MEMBER,LINDAWATI GANI,ADRO,ALAMTRI RESOURCES INDONESIA TBK
HEAD,GUNAWAN RUSLIM,AGAR,PT ASIA SEJAHTERA MINA TBK
MEMBER,SARAH CAHYA PRAWIRA,AGAR,PT ASIA SEJAHTERA MINA TBK
MEMBER,OCTAVIANA AMANDA,AGAR,PT ASIA SEJAHTERA MINA TBK
HEAD,JOHANES KUNTJORO ADISARDJONO,AGRO,PT BANK RAYA INDONESIA TBK
MEMBER,ARI SETYO WIBOWO,AGRO,PT BANK RAYA INDONESIA TBK
MEMBER,SUS KIRANAWATI HANDAYANI,AGRO,PT BANK RAYA INDONESIA TBK
HEAD,DAMAL BAYU UTAMA,AGRS,PT BANK IBK INDONESIA TBK
MEMBER,GAGUK HARTADI,AGRS,PT BANK IBK INDONESIA TBK
MEMBER,DHARMANSYAH DJALINS,AGRS,PT BANK IBK INDONESIA TBK
MEMBER,JONI SWASTANTO,AGRS,PT BANK IBK INDONESIA TBK
HEAD,PRAMONO MARGONO,AHAP,ASURANSI HARTA AMAN PRATAMA TBK
MEMBER,SENTOT MARGIANTO,AHAP,ASURANSI HARTA AMAN PRATAMA TBK
MEMBER,DIAN YUNITA,AHAP,ASURANSI HARTA AMAN PRATAMA TBK
HEAD,AHMAD ALI FAHMI,AIMS,PT ARTHA MAHIYA INVESTAMA TBK
MEMBER,LEVITA ELVI YANA STRKEU,AIMS,PT ARTHA MAHIYA INVESTAMA TBK
MEMBER,PRIYANDANA,AIMS,PT ARTHA MAHIYA INVESTAMA TBK
HEAD,HERWAN NG,AISA,PT FKS FOOD SEJAHTERA TBK
MEMBER,NANCY NATALEO,AISA,PT FKS FOOD SEJAHTERA TBK
MEMBER,ITO SUMARDI,AISA,PT FKS FOOD SEJAHTERA TBK
MEMBER,YUNITA EL RIA SIHOMBING,AKKU,PT ANUGERAH KAGUM KARYA UTAMA TBK
MEMBER,SUSANTO BUNJAMIN,AKKU,PT ANUGERAH KAGUM KARYA UTAMA TBK
HEAD,JOHAN PAULUS YORANOUW,AKPI,ARGHA KARYA PRIMA IND. TBK
MEMBER,BENITO SUTARNA,AKPI,ARGHA KARYA PRIMA IND. TBK
MEMBER,RAYMOND DJAJA ATMADJA,AKPI,ARGHA KARYA PRIMA IND. TBK
HEAD,MOHAMAD FAUZI MAULANA ICHSAN,AKRA,PT AKR CORPORINDO TBK
MEMBER,SARTONO,AKRA,PT AKR CORPORINDO TBK
MEMBER,DJISMAN SIMANDJUNTAK,AKRA,PT AKR CORPORINDO TBK
HEAD,MARCIANO HERSONDRIE HERMAN,AKSI,PT MINERAL SUMBERDAYA MANDIRI TBK
MEMBER,ARIFIN MSIBARANI,AKSI,PT MINERAL SUMBERDAYA MANDIRI TBK
MEMBER,TEDDY BUDIONO MULIO,AKSI,PT MINERAL SUMBERDAYA MANDIRI TBK
HEAD,MEIGI SONNATA WIDJAJA,ALDO,ALKINDO NARATAMA TBK
MEMBER,RENI INDIAWATI,ALDO,ALKINDO NARATAMA TBK
MEMBER,HELENA AUDRI HUGA GIANINA,ALDO,ALKINDO NARATAMA TBK
HEAD,ANTONIUS WAHYU DJATMIKO,ALKA,ALAKASA INDUSTRINDO TBK
HEAD,SUPRANOTO DIPOKUSUMO,ALMI,ALUMINDO LIGHT METAL INDUSTRY TBK
MEMBER,LYDIA RATNA DEWI,ALMI,ALUMINDO LIGHT METAL INDUSTRY TBK
MEMBER,WINDY BRIGITTA CARP,ALMI,ALUMINDO LIGHT METAL INDUSTRY TBK
HEAD,LUKMAN ABDULLAH,AMAG,ASURANSI MULTI ARTHA GUNA TBK
MEMBER,VD WENTY ANGGRAINI,AMAG,ASURANSI MULTI ARTHA GUNA TBK
MEMBER,THEODORA NANI ALAMSYAH,AMAG,ASURANSI MULTI ARTHA GUNA TBK
HEAD,IRAWAN SOERODJO,AMFG,ASAHIMAS FLAT GLASS TBK
MEMBER,RUSLI PRANADI,AMFG,ASAHIMAS FLAT GLASS TBK
MEMBER,CHANDRA,AMFG,ASAHIMAS FLAT GLASS TBK
HEAD,SEPTONY B SIAHAAN,AMIN,PT ATELIERS MECANIQUES D INDONESIE TBK
MEMBER,WESLY SIMANJUNTAK,AMIN,PT ATELIERS MECANIQUES D INDONESIE TBK
MEMBER,ARISON NAINGGOLAN,AMIN,PT ATELIERS MECANIQUES D INDONESIE TBK
HEAD,SETYO WASISTO,AMRT,PT SUMBER ALFARIA TRIJAYA TBK
MEMBER,JUNINHO WIDJAJA,AMRT,PT SUMBER ALFARIA TRIJAYA TBK
MEMBER,EDWIN SUTANTO,AMRT,PT SUMBER ALFARIA TRIJAYA TBK
HEAD,SUGINO SUTRISNO,ANDI,PT ANDIRA AGRO TBK
MEMBER,WILSON,ANDI,PT ANDIRA AGRO TBK
MEMBER,DHANNY CAHYADI,ANDI,PT ANDIRA AGRO TBK
MEMBER,JANTO TATNO MOELJONO,ANJT,PT AUSTINDO NUSANTARA JAYA TBK
MEMBER,MARTONO,ANJT,PT AUSTINDO NUSANTARA JAYA TBK
HEAD,SOFYAN A DJALIL,ANJT,PT AUSTINDO NUSANTARA JAYA TBK
HEAD,PIUS LUSTRILANANG,ANTM,ANEKA TAMBANG TBK
MEMBER,RIDWAN,ANTM,ANEKA TAMBANG TBK
MEMBER,VERA DIYANTY,ANTM,ANEKA TAMBANG TBK
MEMBER,SAHID JUNAIDI,ANTM,ANEKA TAMBANG TBK
HEAD,ROBINSON SIMBOLON,APEX,APEXINDO PRATAMA DUTA TBK
MEMBER,JEANNE WATULO,APEX,APEXINDO PRATAMA DUTA TBK
MEMBER,LOH WING KIONG ANTHONY,APEX,APEXINDO PRATAMA DUTA TBK
HEAD,BERNADETHA MELINDA KIRANA PUTRI,APII,PT ARITA PRIMA INDONESIA TBK
MEMBER,AGUSTINUS NICKO ARIWIBOWO,APII,PT ARITA PRIMA INDONESIA TBK
MEMBER,NARADA KUMARA,APII,PT ARITA PRIMA INDONESIA TBK
HEAD,SUSANTO TJIOE,APLI,ASIAPLAST INDUSTRIES TBK
MEMBER,AGUSTINUS VIRDIAN,APLI,ASIAPLAST INDUSTRIES TBK
MEMBER,AGNES TJIANDRA,APLI,ASIAPLAST INDUSTRIES TBK
HEAD,SOFIAN EFFENDI,APLN,PT AGUNG PODOMORO LAND TBK
MEMBER,ARDHI KUSUMA PUTRA,APLN,PT AGUNG PODOMORO LAND TBK
MEMBER,YASSIRLI,APLN,PT AGUNG PODOMORO LAND TBK
HEAD,BAMBANG SETIAWAN,ARCI,PT ARCHI INDONESIA TBK
MEMBER,HAMID AWALUDDIN,ARCI,PT ARCHI INDONESIA TBK
MEMBER,HERWAN NG,ARCI,PT ARCHI INDONESIA TBK
HEAD,RICARDO MARIA PANDEY,ARGO,ARGO PANTES TBK
MEMBER,LYPITA CARISSA,ARGO,ARGO PANTES TBK
MEMBER,YEANNE SUNARTO,ARGO,ARGO PANTES TBK
HEAD,NOTARIZA TAHER,ARII,ATLAS RESOURCES TBK
MEMBER,REYNOLD M BATUBARA,ARII,ATLAS RESOURCES TBK
MEMBER,JUSTINUS SUPARTONO,ARII,ATLAS RESOURCES TBK
HEAD,WAWAN SETYAWAN,ARKA,PT ARKHA JAYANTI PERSADA TBK
MEMBER,TEDDY NOER SETIADI,ARKA,PT ARKHA JAYANTI PERSADA TBK
MEMBER,VERONIKA SONNY PUTRI SIMAMORA,ARKA,PT ARKHA JAYANTI PERSADA TBK
HEAD,INDARTO,ARKO,PT ARKORA HYDRO TBK
MEMBER,ANINDITA WIJAYA PUTRI,ARKO,PT ARKORA HYDRO TBK
MEMBER,DWITHYA PUTRI CITRARHASMI,ARKO,PT ARKORA HYDRO TBK
HEAD,H KARSANTO,ARNA,ARWANA CITRAMULIA TBK
MEMBER,LUKMAN SIDHARTA,ARNA,ARWANA CITRAMULIA TBK
MEMBER,WICAKSONO SARWO EDI,ARNA,ARWANA CITRAMULIA TBK
MEMBER,ERVINA,ARTA,ARTHAVEST TBK
MEMBER,ANDRE SALIM,ARTA,ARTHAVEST TBK
HEAD,DAHNU TEGUH ADRIANTO,ARTA,ARTHAVEST TBK
HEAD,KRISHNA SUPARTO,ASBI,ASURANSI BINTANG TBK
MEMBER,WIDYA PERWITASARI,ASBI,ASURANSI BINTANG TBK
MEMBER,RAHFIANI KHAIRURIZKA,ASBI,ASURANSI BINTANG TBK
HEAD,IMELDA SIAHAJA,ASDM,ASURANSI DAYIN MITRA TBK
MEMBER,ELYSA SRI MULYANI,ASDM,ASURANSI DAYIN MITRA TBK
MEMBER,NATAR SINAGA,ASDM,ASURANSI DAYIN MITRA TBK
HEAD,SIDHARTA UTAMA,ASGR,ASTRA GRAPHIA TBK
MEMBER,HANDY E HALIM,ASGR,ASTRA GRAPHIA TBK
MEMBER,MARIO C SURUNG GULTOM,ASGR,ASTRA GRAPHIA TBK
HEAD,SRI INDRASTUTI HADIPUTRANTO,ASII,ASTRA INTERNATIONAL TBK
MEMBER,IRHOAN TANUDIREDJA,ASII,ASTRA INTERNATIONAL TBK
MEMBER,HALIM JUSUF,ASII,ASTRA INTERNATIONAL TBK
MEMBER,AMY HSU,ASII,ASTRA INTERNATIONAL TBK
HEAD,MEMED WIRAMIHARDJA,ASJT,ASURANSI JASA TANIA TBK
MEMBER,EDWARD TANUJAYA,ASJT,ASURANSI JASA TANIA TBK
MEMBER,FAIZAL ABIDIN,ASJT,ASURANSI JASA TANIA TBK
HEAD,MUHAMAD IDRUS,ASMI,PT ASURANSI MAXIMUS GRAHA PERSADA TBK
MEMBER,HENDRA SUDJAKA,ASMI,PT ASURANSI MAXIMUS GRAHA PERSADA TBK
MEMBER,PATRICK HENRY ADAM,ASMI,PT ASURANSI MAXIMUS GRAHA PERSADA TBK
MEMBER,THERESIA MAHA,ASMI,PT ASURANSI MAXIMUS GRAHA PERSADA TBK
HEAD,BRAMANTYO DJOHANPUTRO,ASMI,PT ASURANSI MAXIMUS GRAHA PERSADA TBK
HEAD,LOEKY SANDRIE,ASPI,PT ANDALAN SAKTI PRIMAINDO TBK
MEMBER,DHARMAWANDI SUTANTO,ASPI,PT ANDALAN SAKTI PRIMAINDO TBK
HEAD,PRASASTO SUDYATMIKO,ASRI,ALAM SUTERA REALTY TBK
MEMBER,STANIA SUWITA PRANOTO,ASRI,ALAM SUTERA REALTY TBK
MEMBER,CECYLIA RATNA SARI S,ASRI,ALAM SUTERA REALTY TBK
HEAD,A WIDYATMA SUMARLIN,ASRM,ASURANSI RAMAYANA TBK
MEMBER,MOHAMAD RUSLI,ASRM,ASURANSI RAMAYANA TBK
MEMBER,DEDDY SUTRISNO,ASRM,ASURANSI RAMAYANA TBK
HEAD,LINDAWATI GANI,ASSA,ADI SARANA ARMADA TBK
MEMBER,CHRISTINE,ASSA,ADI SARANA ARMADA TBK
MEMBER,DIAN TAURIANA SIAHAAN,ASSA,ADI SARANA ARMADA TBK
HEAD,NADIA HASNA HUMAIRA,ATAP,PT TRIMITRA PRAWARA GOLDLAND TBK
MEMBER,HARY ALAMSYAH,ATAP,PT TRIMITRA PRAWARA GOLDLAND TBK
MEMBER,ADITYA SURYA TJAHJANA PUTRA,ATAP,PT TRIMITRA PRAWARA GOLDLAND TBK
MEMBER,YONATHAN AUGUSTINE,ATIC,PT ANABATIC TECHNOLOGIES TBK
HEAD,IGNASIUS JONAN,ATIC,PT ANABATIC TECHNOLOGIES TBK
MEMBER,PUTRI TIMUR,ATIC,PT ANABATIC TECHNOLOGIES TBK
HEAD,BAMBANG TRISULO,AUTO,ASTRA OTOPARTS TBK
MEMBER,WIWIEK DIANAWATI SANTOSO,AUTO,ASTRA OTOPARTS TBK
MEMBER,REGINA OKTHORY SUCIANTO,AUTO,ASTRA OTOPARTS TBK
HEAD,M NOOR RACHMAN SOEJOETI,AVIA,PT AVIA AVIAN TBK
MEMBER,SAMMY TS LALAMENTIK,AVIA,PT AVIA AVIAN TBK
MEMBER,WARDIMAN WIJAYA,AVIA,PT AVIA AVIAN TBK
HEAD,DENNY JONG WIDJAJA,AYLS,PT AGRO YASA LESTARI TBK
MEMBER,WILLIAM SURIA DJAJA SALIM,AYLS,PT AGRO YASA LESTARI TBK
MEMBER,PANDAPOTAN GABRIEL,AYLS,PT AGRO YASA LESTARI TBK
HEAD,PONKY NAYARANA PUDIJANTO,BABP,PT BANK MNC INTERNASIONAL TBK
MEMBER,FREDERIKUS P WEOSEKE,BABP,PT BANK MNC INTERNASIONAL TBK
MEMBER,H EDDY YANTHO SOFWAN,BABP,PT BANK MNC INTERNASIONAL TBK
MEMBER,MOHAMMAD SUMARSONO,BABP,PT BANK MNC INTERNASIONAL TBK
HEAD,PETER KURNIAWAN,BACA,PT BANK CAPITAL INDONESIA TBK
MEMBER,YULIANI KADARISMAN,BACA,PT BANK CAPITAL INDONESIA TBK
MEMBER,DODY KRISHERDADI,BACA,PT BANK CAPITAL INDONESIA TBK
MEMBER,LILY PHANG,BAJA,SARANACENTRAL BAJATAMA TBK
HEAD,SUMARSONO MDM,BALI,PT BALI TOWERINDO SENTRA TBK
MEMBER,ADRIANSYAH,BALI,PT BALI TOWERINDO SENTRA TBK
MEMBER,IRWAN ADHITYA ADMADJA,BALI,PT BALI TOWERINDO SENTRA TBK
HEAD,FRANSISCA EKAWATI,BANK,PT BANK ALADIN SYARIAH TBK
MEMBER,RUDY HAMDANI,BANK,PT BANK ALADIN SYARIAH TBK
MEMBER,ANDREAS DANNY SOESANTO,BANK,PT BANK ALADIN SYARIAH TBK
MEMBER,JEFFRI SUGIARTO,BANK,PT BANK ALADIN SYARIAH TBK
MEMBER,YAKOBUS TRIGUNO,BAPA,BEKASI ASRI PEMULA TBK
MEMBER,ARIF IRAWAN,BAPA,BEKASI ASRI PEMULA TBK
HEAD,IMAM NIRWANSYAH,BAPI,PT BHAKTI AGUNG PROPERTINDO TBK
MEMBER,IIM DINA SURYANA,BAPI,PT BHAKTI AGUNG PROPERTINDO TBK
MEMBER,SAMSI,BAPI,PT BHAKTI AGUNG PROPERTINDO TBK
HEAD,AGUS NURUDIN,BATA,SEPATU BATA TBK
MEMBER,ROBERT DARMADI,BATA,SEPATU BATA TBK
MEMBER,STANIA PRANOTO,BATA,SEPATU BATA TBK
HEAD,SIHOL SIAGIAN,BAUT,PT MITRA ANGKASA SEJAHTERA TBK
MEMBER,SUKRISNO AGOES,BAUT,PT MITRA ANGKASA SEJAHTERA TBK
MEMBER,ASTHON MH SIAGIAN,BAUT,PT MITRA ANGKASA SEJAHTERA TBK
HEAD,PRANOWO GUMULIA,BAYU,BAYU BUANA TBK
MEMBER,HENRY PAUL LUMOINDONG,BAYU,BAYU BUANA TBK
MEMBER,MARIA REGINA,BAYU,BAYU BUANA TBK
MEMBER,RALLYATI A WIBOWO,BBCA,PT BANK CENTRAL ASIA TBK
HEAD,SUMANTRI SLAMET,BBCA,PT BANK CENTRAL ASIA TBK
MEMBER,FANNY SAGITADEWI,BBCA,PT BANK CENTRAL ASIA TBK
HEAD,AVILIANI,BBHI,PT ALLO BANK INDONESIA TBK
MEMBER,SISWANDI PUJO SASONGKO,BBHI,PT ALLO BANK INDONESIA TBK
MEMBER,LISTA IRNA,BBHI,PT ALLO BANK INDONESIA TBK
HEAD,STEPHEN LIESTYO,BBKP,PT BANK KB INDONESIA TBK
MEMBER,HAE WANG LEE,BBKP,PT BANK KB INDONESIA TBK
MEMBER,JACOBUS SINDU ADISUWONO,BBKP,PT BANK KB INDONESIA TBK
MEMBER,DEWI ANGGESTY SAH BANDAR,BBKP,PT BANK KB INDONESIA TBK
HEAD,HO LIOENG MIN,BBLD,BUANA FINANCE TBK
MEMBER,PINTARO MULIA,BBLD,BUANA FINANCE TBK
MEMBER,VONNY SULAIMIN,BBLD,BUANA FINANCE TBK
HEAD,GARDJITO HERU,BBMD,PT BANK MESTIKA DHARMA TBK
MEMBER,RUSDY USMAN,BBMD,PT BANK MESTIKA DHARMA TBK
MEMBER,KIKI FARIDA FERINE,BBMD,PT BANK MESTIKA DHARMA TBK
HEAD,DIDIK JUNAIDI RACHBINI,BBNI,PT BANK NEGARA INDONESIA (PERSERO) TBK
MEMBER,OMAR SJAWALDY ANWAR,BBNI,PT BANK NEGARA INDONESIA (PERSERO) TBK
MEMBER,VERA FEBYANTHY,BBNI,PT BANK NEGARA INDONESIA (PERSERO) TBK
MEMBER,HUMAN BRILLIANTO,BBNI,PT BANK NEGARA INDONESIA (PERSERO) TBK
MEMBER,SUHENDI MUHARAM,BBNI,PT BANK NEGARA INDONESIA (PERSERO) TBK
HEAD,EDI SUSIANTO,BBRI,PT BANK RAKYAT INDONESIA (PERSERO) TBK
MEMBER,PARMAN NATAATMADJA,BBRI,PT BANK RAKYAT INDONESIA (PERSERO) TBK
MEMBER,LOETHANO BOY MEIZARDI,BBRI,PT BANK RAKYAT INDONESIA (PERSERO) TBK
MEMBER,THAURIQ ANWAR,BBRI,PT BANK RAKYAT INDONESIA (PERSERO) TBK
MEMBER,MARIA ULPAH,BBRI,PT BANK RAKYAT INDONESIA (PERSERO) TBK
HEAD,KUKUH KOMANDOKO,BBRM,PELAYARAN NASIONAL BINA BUANA RAYA TBK
MEMBER,WAHYUDI SUSANTO,BBRM,PELAYARAN NASIONAL BINA BUANA RAYA TBK
MEMBER,ZULFITRY RAMDAN,BBRM,PELAYARAN NASIONAL BINA BUANA RAYA TBK
HEAD,MARKUS SUGIONO,BBSI,PT KROM BANK INDONESIA TBK
MEMBER,LIAUW SHE JIN,BBSI,PT KROM BANK INDONESIA TBK
MEMBER,WALDY GUTAMA,BBSI,PT KROM BANK INDONESIA TBK
HEAD,ALEXANDER,BBSS,PT BUMI BENOWO SUKSES SEJAHTERA TBK
MEMBER,HARRIS MANURUNG,BBSS,PT BUMI BENOWO SUKSES SEJAHTERA TBK
MEMBER,HARIANTO WIJAYA,BBSS,PT BUMI BENOWO SUKSES SEJAHTERA TBK
HEAD,PIETRA MACHREZA PALOH,BBTN,PT BANK TABUNGAN NEGARA (PERSERO) TBK
MEMBER,IDA NURYANTI,BBTN,PT BANK TABUNGAN NEGARA (PERSERO) TBK
MEMBER,PANANGIAN SIMANUNGKALIT,BBTN,PT BANK TABUNGAN NEGARA (PERSERO) TBK
MEMBER,ENDANG A SUPRIJATNA,BBTN,PT BANK TABUNGAN NEGARA (PERSERO) TBK
MEMBER,INDRA JAKA APRILYANTA,BBTN,PT BANK TABUNGAN NEGARA (PERSERO) TBK
HEAD,PRAMODA DEI SUDARMO,BBYB,PT BANK NEO COMMERCE TBK
MEMBER,JOHNY KANDANO,BBYB,PT BANK NEO COMMERCE TBK
MEMBER,JUSUF SUKIMAN,BBYB,PT BANK NEO COMMERCE TBK
HEAD,SUKISTO,BCAP,MNC KAPITAL INDONESIA TBK
MEMBER,ANDREA FRANS TAMBUNAN,BCAP,MNC KAPITAL INDONESIA TBK
MEMBER,PIO PAULUS SEMBIRING,BCAP,MNC KAPITAL INDONESIA TBK
HEAD,BENNY SISWANTO,BCIC,PT BANK JTRUST INDONESIA TBK
MEMBER,I GDE YADNYA KUSUMA,BCIC,PT BANK JTRUST INDONESIA TBK
HEAD,ALBERTUS BANUNAEK,BCIP,BUMI CITRA PERMAI TBK
MEMBER,ARIS KARTAWIJAYA,BCIP,BUMI CITRA PERMAI TBK
MEMBER,DENNI PRATAMA KAREL,BCIP,BUMI CITRA PERMAI TBK
HEAD,HALIM ALAMSYAH,BDMN,PT BANK DANAMON INDONESIA TBK
MEMBER,HEDY MARIA HELENA LAPIAN,BDMN,PT BANK DANAMON INDONESIA TBK
MEMBER,MAWAR IR NAPITUPULU,BDMN,PT BANK DANAMON INDONESIA TBK
MEMBER,ZAINAL ABIDIN,BDMN,PT BANK DANAMON INDONESIA TBK
MEMBER,SEKTIAWAN PUTRO NUGROHO,BEEF,PT ESTIKA TATA TIARA TBK
HEAD,YUDI ARIF,BEEF,PT ESTIKA TATA TIARA TBK
MEMBER,SYARIFUDDIN JUSUF,BEEF,PT ESTIKA TATA TIARA TBK
HEAD,DEDEN RIKI HAYATUL FIRMAN,BEKS,PT BANK PEMBANGUNAN DAERAH BANTEN TBK
MEMBER,HOIRUDDIN HASIBUAN,BEKS,PT BANK PEMBANGUNAN DAERAH BANTEN TBK
MEMBER,MOH PANJI PRASETYA,BEKS,PT BANK PEMBANGUNAN DAERAH BANTEN TBK
MEMBER,DOUVAL,BEKS,PT BANK PEMBANGUNAN DAERAH BANTEN TBK
HEAD,ELLY MULYATI,BELL,PT TRISULA TEXTILE INDUSTRIES TBK
MEMBER,ONG PO HAN,BELL,PT TRISULA TEXTILE INDUSTRIES TBK
MEMBER,YOHANES LINERO,BELL,PT TRISULA TEXTILE INDUSTRIES TBK
HEAD,MARCIANO HERSONDRIE HERMAN,BESS,PT BATULICIN NUSANTARA MARITIM TBK
MEMBER,ARIFIN MANGASI SIBARANI,BESS,PT BATULICIN NUSANTARA MARITIM TBK
MEMBER,REYNARD SUHITA,BESS,PT BATULICIN NUSANTARA MARITIM TBK
HEAD,HERBUDIANTO,BEST,BEKASI FAJAR INDUSTRIAL ESTATE TBK
MEMBER,HASAN ANGGONO,BEST,BEKASI FAJAR INDUSTRIAL ESTATE TBK
MEMBER,DIDIN WAHYUDIN,BEST,BEKASI FAJAR INDUSTRIAL ESTATE TBK
HEAD,JOHANES SUTRISNO,BFIN,BFI FINANCE INDONESIA TBK
MEMBER,EDY SUGITO,BFIN,BFI FINANCE INDONESIA TBK
MEMBER,FRISO PALILINGAN,BFIN,BFI FINANCE INDONESIA TBK
HEAD,TRISNA CHANDRA,BGTG,PT BANK GANESHA TBK
MEMBER,ARIEF DHITA WIBAWA,BGTG,PT BANK GANESHA TBK
MEMBER,SARI UTAMI,BGTG,PT BANK GANESHA TBK
HEAD,AGUNG FIRMAN SAMPURNA,BHIT,PT MNC ASIA HOLDING TBK
MEMBER,HERBERT P SITOHANG,BHIT,PT MNC ASIA HOLDING TBK
MEMBER,RADEN RUDY IRWANTO,BHIT,PT MNC ASIA HOLDING TBK
HEAD,AGUS SUTOPO,BIMA,PRIMARINDO ASIA INFRASTRUCTURE TBK
MEMBER,SRI MULYANI,BIMA,PRIMARINDO ASIA INFRASTRUCTURE TBK
MEMBER,OEI FUAD OCTAVIANUS,BIMA,PRIMARINDO ASIA INFRASTRUCTURE TBK
HEAD,YOHANES SANTOSO WIBOWO,BINA,PT BANK INA PERDANA TBK
MEMBER,DINAN SUFENDI RAE,BINA,PT BANK INA PERDANA TBK
MEMBER,ANTONIUS SURYANTA,BINA,PT BANK INA PERDANA TBK
HEAD,HENGKY TANER,BINO,PT PERMA PLASINDO TBK
MEMBER,ANNATASIA,BINO,PT PERMA PLASINDO TBK
MEMBER,ZULPAN,BINO,PT PERMA PLASINDO TBK
HEAD,PITER KOROMPIS,BIPP,BHUWANATALA INDAH PERMAI TBK
MEMBER,YOYOK WIDIYANTO,BIPP,BHUWANATALA INDAH PERMAI TBK
MEMBER,SUSILOWATI,BIPP,BHUWANATALA INDAH PERMAI TBK
HEAD,SETYO WASISTO,BIRD,PT BLUE BIRD TBK
MEMBER,AGUNG NUGROHO SOEDIBYO,BIRD,PT BLUE BIRD TBK
MEMBER,PRADANA RAMADHIAN,BIRD,PT BLUE BIRD TBK
HEAD,SUNARDI,BISI,BISI INTERNATIONAL TBK
MEMBER,IRA LUCIAWATI,BISI,BISI INTERNATIONAL TBK
MEMBER,ISWANTO TANOYO,BISI,BISI INTERNATIONAL TBK
HEAD,NOVIAN HERODWIJANTO,BJBR,BANK PEMBANGUNAN DAERAH JAWA BARAT DAN BANTEN TBK
MEMBER,DEWI KANIA SUGIHARTI,BJBR,BANK PEMBANGUNAN DAERAH JAWA BARAT DAN BANTEN TBK
MEMBER,ATTY YUNIAWATI,BJBR,BANK PEMBANGUNAN DAERAH JAWA BARAT DAN BANTEN TBK
HEAD,SUMARYONO,BJTM,BANK PEMBANGUNAN DAERAH JAWA TIMUR TBK
MEMBER,MUHAMMAD MASUD,BJTM,BANK PEMBANGUNAN DAERAH JAWA TIMUR TBK
MEMBER,KUSNADI,BJTM,BANK PEMBANGUNAN DAERAH JAWA TIMUR TBK
MEMBER,MUHAMMAD ARIFIN,BJTM,BANK PEMBANGUNAN DAERAH JAWA TIMUR TBK
MEMBER,DADANG SETIABUDI,BJTM,BANK PEMBANGUNAN DAERAH JAWA TIMUR TBK
HEAD,LUKITA DINARSYAH TUWO,BKSL,SENTUL CITY TBK
